"id","Gender","Event","Location","Year","Medal","Name","Nationality","Result "
"1807","W","200M Women","London","2012","G","Allyson FELIX","USA","21.88"
"1808","W","200M Women","London","2012","S","Shelly-Ann FRASER-PRYCE","JAM","22.09"
"1809","W","200M Women","London","2012","B","Carmelita JETER","USA","22.14"
"1810","W","200M Women","Athens","2004","G","Veronica CAMPBELL-BROWN","JAM","22.05"
"1811","W","200M Women","Athens","2004","S","Allyson FELIX","USA","22.18"
"1812","W","200M Women","Athens","2004","B","Debbie FERGUSON-MCKENZIE","BAH","22.3"
"1813","W","200M Women","Atlanta","1996","G","Marie-JosÃ© PÃREC","FRA","22.12"
"1814","W","200M Women","Atlanta","1996","S","Merlene OTTEY","JAM","22.24"
"1815","W","200M Women","Atlanta","1996","B","Mary ONYALI","NGR","22.38"
"1816","W","200M Women","Moscow","1980","G","BÃ¤rbel ECKERT-WÃCKEL","GDR","22.03"
"1817","W","200M Women","Moscow","1980","S","Natalia BOCHINA","URS","22.19"
"1818","W","200M Women","Moscow","1980","B","Merlene OTTEY","JAM","22.2"
"1819","W","200M Women","Munich","1972","G","Renate STECHER","GDR","22.4"
"1820","W","200M Women","Munich","1972","S","Raelene Ann BOYLE","AUS","22.45"
"1821","W","200M Women","Munich","1972","B","Irena KIRSZENSTEIN","POL","22.74"
"1822","W","200M Women","Tokyo","1964","G","Edith MCGUIRE","USA","23"
"1823","W","200M Women","Tokyo","1964","S","Irena KIRSZENSTEIN","POL","23.1"
"1824","W","200M Women","Tokyo","1964","B","Marilyn BLACK","AUS","23.1"
"1825","W","200M Women","Melbourne / Stockholm","1956","G","Betty CUTHBERT","AUS","23.4"
"1826","W","200M Women","Melbourne / Stockholm","1956","S","Christa STUBNICK","EUA","23.7"
"1827","W","200M Women","Melbourne / Stockholm","1956","B","Marlene MATHEWS-WILLARD","AUS","23.8"
"1828","W","200M Women","London","1948","G","Fanny BLANKERS-KOEN","NED","24.4"
"1829","W","200M Women","London","1948","S","Audrey WILLIAMSON","GBR","25.1"
"1830","W","200M Women","London","1948","B","Audrey PATTERSON","USA","25.2"
"1831","W","20Km Race Walk Women","Rio","2016","G","Hong LIU","CHN","1:28:35"
"1832","W","20Km Race Walk Women","Rio","2016","S","Maria Guadalupe GONZALEZ","MEX","1:28:37"
"1833","W","20Km Race Walk Women","Rio","2016","B","Xiuzhi LU","CHN","1:28:42"
"1834","W","20Km Race Walk Women","Beijing","2008","G","Olga KANISKINA","RUS","1h26:31"
"1835","W","20Km Race Walk Women","Beijing","2008","S","Kjersti PLAETZER","NOR","1h27:07"
"1836","W","20Km Race Walk Women","Beijing","2008","B","Elisa RIGAUDO","ITA","1h27:12"
"1837","W","20Km Race Walk Women","Sydney","2000","G","Liping WANG","CHN","01h29:05"
"1838","W","20Km Race Walk Women","Sydney","2000","G","Liping WANG","CHN","01h29:05"
"1839","W","20Km Race Walk Women","Sydney","2000","S","Kjersti PLAETZER","NOR","01h29:33"
"1840","W","20Km Race Walk Women","Sydney","2000","B","Maria VASCO","ESP","01h30:23"
"1841","W","20Km Race Walk Women","London","2012","G","Elena LASHMANOVA","RUS","1:25:02"
"1842","W","20Km Race Walk Women","London","2012","B","Shenjie QIEYANG","CHN","1:25:16"
"1843","W","20Km Race Walk Women","Athens","2004","G","Athanasia TSOUMELEKA","GRE","1h29:12"
"1844","W","20Km Race Walk Women","Athens","2004","S","Olimpiada IVANOVA","RUS","1h29:16"
"1845","W","20Km Race Walk Women","Athens","2004","B","Jane SAVILLE","AUS","1h29:25"
"1846","W","3000M Steeplechase Women","Rio","2016","G","Ruth JEBET","BRN","08:59.7"
"1847","W","3000M Steeplechase Women","Rio","2016","S","Hyvin Kiyeng JEPKEMOI","KEN","09:07.1"
"1848","W","3000M Steeplechase Women","Rio","2016","B","Emma COBURN","USA","09:07.6"
"1849","W","3000M Steeplechase Women","Beijing","2008","G","Gulnara SAMITOVA","RUS","08:58.8"
"1850","W","3000M Steeplechase Women","Beijing","2008","S","Eunice JEPKORIR","KEN","09:07.4"
"1851","W","3000M Steeplechase Women","London","2012","G","Habiba GHRIBI","TUN","09:08.4"
"1852","W","3000M Steeplechase Women","London","2012","S","Sofia ASSEFA","ETH","09:09.8"
"1853","W","3000M Steeplechase Women","London","2012","B","Milcah Chemos CHEYWA","KEN","09:09.9"
"1854","W","400M Hurdles Women","Rio","2016","G","Dalilah MUHAMMAD","USA","53.13"
"1855","W","400M Hurdles Women","Rio","2016","S","Sara Slott PETERSEN","DEN","53.55"
"1856","W","400M Hurdles Women","Rio","2016","B","Ashley SPENCER","USA","53.72"
"1857","W","400M Hurdles Women","Beijing","2008","G","Melaine WALKER","JAM","52.64"
"1858","W","400M Hurdles Women","Beijing","2008","S","Sheena TOSTA","USA","53.7"
"1859","W","400M Hurdles Women","Beijing","2008","B","Natasha DANVERS","GBR","53.84"
"1860","W","400M Hurdles Women","Sydney","2000","G","Irina PRIVALOVA","RUS","53.02"
"1861","W","400M Hurdles Women","Sydney","2000","S","Deon Marie HEMMINGS","JAM","53.45"
"1862","W","400M Hurdles Women","Sydney","2000","B","Nezha BIDOUANE","MAR","53.57"
"1863","W","400M Hurdles Women","Barcelona","1992","G","Sally GUNNELL","GBR","53.23"
"1864","W","400M Hurdles Women","Barcelona","1992","S","Sandra FARMER-PATRICK","USA","53.69"
"1865","W","400M Hurdles Women","Barcelona","1992","B","Janeene VICKERS","USA","54.31"
"1866","W","400M Hurdles Women","Los Angeles","1984","G","Nawal EL MOUTAWAKEL","MAR","54.61"
"1867","W","400M Hurdles Women","Los Angeles","1984","S","Judi BROWN","USA","55.2"
"1868","W","400M Hurdles Women","Los Angeles","1984","B","Cristina COJOCARU","ROU","55.41"
"1869","W","400M Hurdles Women","London","2012","G","Natalya ANTYUKH","RUS","52.7"
"1870","W","400M Hurdles Women","London","2012","S","Lashinda DEMUS","USA","52.77"
"1871","W","400M Hurdles Women","London","2012","B","Zuzana HEJNOVA","CZE","53.38"
"1872","W","400M Hurdles Women","Athens","2004","G","Fani KHALKIA","GRE","52.82"
"1873","W","400M Hurdles Women","Athens","2004","S","Ionela TIRLEA","ROU","53.38"
"1874","W","400M Hurdles Women","Athens","2004","B","Tetyana TERESHCHUK","UKR","53.44"
"1875","W","400M Hurdles Women","Atlanta","1996","G","Deon Marie HEMMINGS","JAM","52.82"
"1876","W","400M Hurdles Women","Atlanta","1996","S","Kim BATTEN","USA","53.08"
"1877","W","400M Hurdles Women","Atlanta","1996","B","Tonja BUFORD-BAILEY","USA","53.22"
"1878","W","400M Women","Rio","2016","G","Shaunae MILLER","BAH","49.44"
"1879","W","400M Women","Rio","2016","S","Allyson FELIX","USA","49.51"
"1880","W","400M Women","Rio","2016","B","Shericka JACKSON","JAM","49.85"
"1881","W","400M Women","Beijing","2008","G","Christine OHURUOGU","GBR","49.62"
"1882","W","400M Women","Beijing","2008","S","Shericka WILLIAMS","JAM","49.69"
"1883","W","400M Women","Beijing","2008","B","Sanya RICHARDS-ROSS","USA","49.93"
"1884","W","400M Women","Sydney","2000","G","Cathy FREEMAN","AUS","49.11"
"1885","W","400M Women","Sydney","2000","S","Lorraine FENTON","JAM","49.58"
"1886","W","400M Women","Sydney","2000","B","Katharine MERRY","GBR","49.72"
"1887","W","400M Women","Barcelona","1992","G","Marie-JosÃ© PÃREC","FRA","48.83"
"1888","W","400M Women","Barcelona","1992","S","Olga BRYZGINA","EUN","49.05"
"1889","W","400M Women","Barcelona","1992","B","Ximena RESTREPO","COL","49.64"
"1890","W","400M Women","Los Angeles","1984","G","Valerie BRISCO","USA","48.83"
"1891","W","400M Women","Los Angeles","1984","S","Chandra CHEESEBOROUGH","USA","49.05"
"1892","W","400M Women","Los Angeles","1984","B","Kathryn SMALLWOOD-COOK","GBR","49.42"
"1893","W","400M Women","Montreal","1976","G","Irena KIRSZENSTEIN","POL","49.29"
"1894","W","400M Women","Montreal","1976","S","Christina BREHMER-LATHAN","GDR","50.51"
"1895","W","400M Women","Montreal","1976","B","Ellen STROPAHL-STREIDT","GDR","50.55"
"1896","W","400M Women","Mexico","1968","G","Colette BESSON","FRA","52"
"1897","W","400M Women","Mexico","1968","S","Lillian BOARD","GBR","52.1"
"1898","W","400M Women","Mexico","1968","B","Natalya CHISTYAKOVA","URS","52.2"
"1899","W","400M Women","London","2012","G","Sanya RICHARDS-ROSS","USA","49.55"
"1900","W","400M Women","London","2012","S","Christine OHURUOGU","GBR","49.7"
"1901","W","400M Women","London","2012","B","DeeDee TROTTER","USA","49.72"
"1902","W","400M Women","Athens","2004","G","Tonique WILLIAMS-DARLING","BAH","49.41"
"1903","W","400M Women","Athens","2004","S","Ana GUEVARA","MEX","49.56"
"1904","W","400M Women","Athens","2004","B","Natalya ANTYUKH","RUS","49.89"
"1905","W","400M Women","Atlanta","1996","G","Marie-JosÃ© PÃREC","FRA","48.25"
"1906","W","400M Women","Atlanta","1996","S","Cathy FREEMAN","AUS","48.63"
"1907","W","400M Women","Atlanta","1996","B","Falilat OGUNKOYA","NGR","49.1"
"1908","W","400M Women","Moscow","1980","G","Marita KOCH","GDR","48.88"
"1909","W","400M Women","Moscow","1980","S","Jarmila KRATOHVILOVA","TCH","49.46"
"1910","W","400M Women","Moscow","1980","B","Christina BREHMER-LATHAN","GDR","49.66"
"1911","W","400M Women","Munich","1972","G","Monika ZEHRT","GDR","51.08"
"1912","W","400M Women","Munich","1972","S","Rita JAHN","FRG","51.21"
"1913","W","400M Women","Munich","1972","B","Kathleen HAMMOND","USA","51.64"
"1914","W","400M Women","Tokyo","1964","G","Betty CUTHBERT","AUS","52"
"1915","W","400M Women","Tokyo","1964","S","Ann PACKER","GBR","52.2"
"1916","W","400M Women","Tokyo","1964","B","Judith Florence AMOORE-POLLOCK","AUS","53.4"
"1917","W","4X100M Relay Women","Rio","2016","G","null","USA","41.01"
"1918","W","4X100M Relay Women","Rio","2016","S","null","JAM","41.36"
"1919","W","4X100M Relay Women","Rio","2016","B","null","GBR","41.77"
"1920","W","4X100M Relay Women","Beijing","2008","G","null","BEL","42.54"
"1921","W","4X100M Relay Women","Beijing","2008","S","null","NGR","43.04"
"1922","W","4X100M Relay Women","Beijing","2008","B","null","BRA","43.14"
"1923","W","4X100M Relay Women","Sydney","2000","G","null","BAH","41.95"
"1924","W","4X100M Relay Women","Sydney","2000","S","null","JAM","42.13"
"1925","W","4X100M Relay Women","Sydney","2000","B","null","USA","42.2"
"1926","W","4X100M Relay Women","Barcelona","1992","G","null","USA","42.11"
"1927","W","4X100M Relay Women","Barcelona","1992","S","null","EUN","42.16"
"1928","W","4X100M Relay Women","Barcelona","1992","B","null","NGR","42.81"
"1929","W","4X100M Relay Women","Los Angeles","1984","G","null","USA","41.65"
"1930","W","4X100M Relay Women","Los Angeles","1984","S","null","CAN","42.77"
"1931","W","4X100M Relay Women","Los Angeles","1984","B","null","GBR","43.11"
"1932","W","4X100M Relay Women","Montreal","1976","G","null","GDR","42.55"
"1933","W","4X100M Relay Women","Montreal","1976","S","null","FRG","42.59"
"1934","W","4X100M Relay Women","Montreal","1976","B","null","URS","43.09"
"1935","W","4X100M Relay Women","Mexico","1968","G","null","USA","42.8"
"1936","W","4X100M Relay Women","Mexico","1968","S","null","CUB","43.3"
"1937","W","4X100M Relay Women","Mexico","1968","B","null","URS","43.4"
"1938","W","4X100M Relay Women","Rome","1960","G","null","USA","44.5"
"1939","W","4X100M Relay Women","Rome","1960","S","null","EUA","44.8"
"1940","W","4X100M Relay Women","Rome","1960","B","null","POL","45"
"1941","W","4X100M Relay Women","Helsinki","1952","G","null","USA","45.9"
"1942","W","4X100M Relay Women","Helsinki","1952","S","null","GER","45.9"
"1943","W","4X100M Relay Women","Helsinki","1952","B","null","GBR","46.2"
"1944","W","4X100M Relay Women","Berlin","1936","G","null","USA","46.9"
"1945","W","4X100M Relay Women","Berlin","1936","S","null","GBR","47.6"
"1946","W","4X100M Relay Women","Berlin","1936","B","null","CAN","47.8"
"1947","W","4X100M Relay Women","Amsterdam","1928","G","null","CAN","48.4"
"1948","W","4X100M Relay Women","Amsterdam","1928","S","null","USA","None"
"1949","W","4X100M Relay Women","Amsterdam","1928","B","null","GER","None"
"1950","W","4X100M Relay Women","London","2012","G","null","USA","40.82"
"1951","W","4X100M Relay Women","London","2012","S","null","JAM","41.41"
"1952","W","4X100M Relay Women","London","2012","B","null","UKR","42.04"
"1953","W","4X100M Relay Women","Athens","2004","G","null","JAM","41.73"
"1954","W","4X100M Relay Women","Athens","2004","S","null","RUS","42.27"
"1955","W","4X100M Relay Women","Athens","2004","B","null","FRA","42.54"
"1956","W","4X100M Relay Women","Atlanta","1996","G","null","USA","41.95"
"1957","W","4X100M Relay Women","Atlanta","1996","S","null","BAH","42.14"
"1958","W","4X100M Relay Women","Atlanta","1996","B","null","JAM","42.24"
"1959","W","4X100M Relay Women","Moscow","1980","G","null","GDR","41.6"
"1960","W","4X100M Relay Women","Moscow","1980","S","null","URS","42.1"
"1961","W","4X100M Relay Women","Moscow","1980","B","null","GBR","42.43"
"1962","W","4X100M Relay Women","Munich","1972","G","null","FRG","42.81"
"1963","W","4X100M Relay Women","Munich","1972","S","null","GDR","42.95"
"1964","W","4X100M Relay Women","Munich","1972","B","null","CUB","43.36"
"1965","W","4X100M Relay Women","Tokyo","1964","G","null","POL","43.6"
"1966","W","4X100M Relay Women","Tokyo","1964","S","null","USA","43.9"
"1967","W","4X100M Relay Women","Tokyo","1964","B","null","GBR","44"
"1968","W","4X100M Relay Women","Melbourne / Stockholm","1956","G","null","AUS","44.5"
"1969","W","4X100M Relay Women","Melbourne / Stockholm","1956","S","null","GBR","44.7"
"1970","W","4X100M Relay Women","Melbourne / Stockholm","1956","B","null","USA","44.9"
"1971","W","4X100M Relay Women","London","1948","G","null","NED","47.5"
"1972","W","4X100M Relay Women","London","1948","S","null","AUS","47.6"
"1973","W","4X100M Relay Women","London","1948","B","null","CAN","47.8"
"1974","W","4X100M Relay Women","Los Angeles","1932","G","null","USA","47"
"1975","W","4X100M Relay Women","Los Angeles","1932","S","null","CAN","47"
"1976","W","4X100M Relay Women","Los Angeles","1932","B","null","GBR","47.6"
"1977","W","4X400M Relay Women","Rio","2016","G","null","USA","None"
"1978","W","4X400M Relay Women","Rio","2016","S","null","JAM","None"
"1979","W","4X400M Relay Women","Rio","2016","B","null","GBR","None"
"1980","W","4X400M Relay Women","Beijing","2008","G","null","USA","03:18.5"
"1981","W","4X400M Relay Women","Beijing","2008","B","null","JAM","03:20.4"
"1982","W","4X400M Relay Women","Sydney","2000","G","null","USA","03:22.6"
"1983","W","4X400M Relay Women","Sydney","2000","S","null","JAM","03:23.2"
"1984","W","4X400M Relay Women","Sydney","2000","B","null","RUS","03:23.5"
"1985","W","4X400M Relay Women","Barcelona","1992","G","null","EUN","03:20.2"
"1986","W","4X400M Relay Women","Barcelona","1992","S","null","USA","03:20.9"
"1987","W","4X400M Relay Women","Barcelona","1992","B","null","GBR","03:24.2"
"1988","W","4X400M Relay Women","Los Angeles","1984","G","null","USA","03:18.3"
"1989","W","4X400M Relay Women","Los Angeles","1984","S","null","CAN","03:21.2"
"1990","W","4X400M Relay Women","Los Angeles","1984","B","null","FRG","03:23.0"
"1991","W","4X400M Relay Women","Montreal","1976","G","null","GDR","03:19.2"
"1992","W","4X400M Relay Women","Montreal","1976","S","null","USA","03:22.8"
"1993","W","4X400M Relay Women","Montreal","1976","B","null","URS","03:24.2"
"1994","W","4X400M Relay Women","London","2012","G","null","USA","03:16.9"
"1995","W","4X400M Relay Women","London","2012","S","null","JAM","03:21.0"
"1996","W","4X400M Relay Women","London","2012","B","null","UKR","03:23.6"
"1997","W","4X400M Relay Women","Athens","2004","G","null","USA","03:19.0"
"1998","W","4X400M Relay Women","Athens","2004","S","null","RUS","03:20.2"
"1999","W","4X400M Relay Women","Athens","2004","B","null","JAM","03:22.0"
"2000","W","4X400M Relay Women","Atlanta","1996","G","null","USA","03:20.9"
"2001","W","4X400M Relay Women","Atlanta","1996","S","null","NGR","03:21.0"
"2002","W","4X400M Relay Women","Atlanta","1996","B","null","GER","03:21.1"
"2003","W","4X400M Relay Women","Moscow","1980","G","null","URS","03:20.2"
"2004","W","4X400M Relay Women","Moscow","1980","S","null","GDR","03:20.4"
"2005","W","4X400M Relay Women","Moscow","1980","B","null","GBR","03:27.5"
"2006","W","4X400M Relay Women","Munich","1972","G","null","GDR","03:23.0"
"2007","W","4X400M Relay Women","Munich","1972","S","null","USA","03:25.2"
"2008","W","4X400M Relay Women","Munich","1972","B","null","FRG","03:26.5"
"2009","W","5000M Women","Rio","2016","G","Vivian Jepkemoi CHERUIYOT","KEN","14:26.2"
"2010","W","5000M Women","Rio","2016","S","Hellen Onsando OBIRI","KEN","14:29.8"
"2011","W","5000M Women","Rio","2016","B","Almaz AYANA","ETH","14:33.6"
"2012","W","5000M Women","Beijing","2008","G","Tirunesh DIBABA","ETH","15:41.4"
"2013","W","5000M Women","Beijing","2008","S","Elvan ABEYLEGESSE","TUR","15:42.7"
"2014","W","5000M Women","Beijing","2008","B","Meseret DEFAR","ETH","15:44.1"
"2015","W","5000M Women","Sydney","2000","G","Gabriela SZABO","ROU","14:40.8"
"2016","W","5000M Women","Sydney","2000","S","Sonia O'SULLIVAN","IRL","14:41.0"
"2017","W","5000M Women","Sydney","2000","B","Gete WAMI","ETH","14:42.2"
"2018","W","5000M Women","London","2012","G","Meseret DEFAR","ETH","15:04.3"
"2019","W","5000M Women","London","2012","S","Vivian Jepkemoi CHERUIYOT","KEN","15:04.7"
"2020","W","5000M Women","London","2012","B","Tirunesh DIBABA","ETH","15:05.2"
"2021","W","5000M Women","Athens","2004","G","Meseret DEFAR","ETH","14:45.6"
"2022","W","5000M Women","Athens","2004","S","Isabella OCHICHI","KEN","14:48.2"
"2023","W","5000M Women","Athens","2004","B","Tirunesh DIBABA","ETH","14:51.8"
"2024","W","5000M Women","Atlanta","1996","G","Junxia WANG","CHN","14:59.9"
"2025","W","5000M Women","Atlanta","1996","S","Pauline KONGA","KEN","15:03.5"
"2026","W","5000M Women","Atlanta","1996","B","Roberta BRUNET","ITA","15:07.5"
"2027","W","800M Women","Rio","2016","G","Caster SEMENYA","RSA","01:55.3"
"2028","W","800M Women","Rio","2016","S","Francine NIYONSABA","BDI","01:56.5"
"2029","W","800M Women","Rio","2016","B","Margaret Nyairera WAMBUI","KEN","01:56.9"
"2030","W","800M Women","Beijing","2008","G","Pamela JELIMO","KEN","01:54.9"
"2031","W","800M Women","Beijing","2008","S","Janeth Jepkosgei BUSIENEI","KEN","01:56.1"
"2032","W","800M Women","Beijing","2008","B","Hasna BENHASSI","MAR","01:56.7"
"2033","W","800M Women","Sydney","2000","G","Maria MUTOLA","MOZ","01:56.2"
"2034","W","800M Women","Sydney","2000","S","Stephanie GRAF","AUT","01:56.6"
"2035","W","800M Women","Sydney","2000","B","Kelly HOLMES","GBR","01:56.8"
"2036","W","800M Women","Barcelona","1992","G","Ellen VAN LANGEN","NED","01:55.5"
"2037","W","800M Women","Barcelona","1992","S","Liliya NURUTDINOVA","EUN","01:56.0"
"2038","W","800M Women","Barcelona","1992","B","Ana Fidelia QUIROT","CUB","01:56.8"
"2039","W","800M Women","Los Angeles","1984","G","Doina MELINTE","ROU","01:57.6"
"2040","W","800M Women","Los Angeles","1984","S","Kim GALLAGHER","USA","01:58.6"
"2041","W","800M Women","Los Angeles","1984","B","Fita LOVIN","ROU","01:58.8"
"2042","W","800M Women","Montreal","1976","G","Tatiana KAZANKINA","URS","01:54.9"
"2043","W","800M Women","Montreal","1976","S","Nikolina CHTEREVA","BUL","01:55.4"
"2044","W","800M Women","Montreal","1976","B","Elfi ZINN","GDR","01:55.6"
"2045","W","800M Women","Mexico","1968","G","Madeline MANNING-JACKSON","USA","02:00.9"
"2046","W","800M Women","Mexico","1968","S","Ileana SILAI","ROU","02:02.5"
"2047","W","800M Women","Mexico","1968","B","Maria GOMMERS","NED","02:02.6"
"2048","W","800M Women","Rome","1960","G","Lyudmila SHEVTSOVA","URS","02:04.3"
"2049","W","800M Women","Rome","1960","S","Brenda JONES","AUS","02:04.4"
"2050","W","800M Women","Rome","1960","B","Ursula DONATH","EUA","02:05.6"
"2051","W","800M Women","London","2012","G","Mariya SAVINOVA","RUS","01:56.2"
"2052","W","800M Women","London","2012","S","Caster SEMENYA","RSA","01:57.2"
"2053","W","800M Women","London","2012","B","Ekaterina POISTOGOVA","RUS","01:57.5"
"2054","W","800M Women","Athens","2004","G","Kelly HOLMES","GBR","01:56.4"
"2055","W","800M Women","Athens","2004","S","Hasna BENHASSI","MAR","01:56.4"
"2056","W","800M Women","Athens","2004","B","Jolanda CEPLAK","SLO","01:56.4"
"2057","W","800M Women","Atlanta","1996","G","Svetlana MASTERKOVA","RUS","01:57.7"
"2058","W","800M Women","Atlanta","1996","S","Ana Fidelia QUIROT","CUB","01:58.1"
"2059","W","800M Women","Atlanta","1996","B","Maria MUTOLA","MOZ","01:58.7"
"2060","W","800M Women","Moscow","1980","G","Nadezhda OLIZARENKO","URS","01:53.5"
"2061","W","800M Women","Moscow","1980","S","Olga MINEEVA","URS","01:54.9"
"2062","W","800M Women","Moscow","1980","B","Tatiana PROVIDOKHINA","URS","01:55.5"
"2063","W","800M Women","Munich","1972","G","Hildegard FALCK","FRG","01:58.6"
"2064","W","800M Women","Munich","1972","S","Niole SABAITE","URS","01:58.6"
"2065","W","800M Women","Munich","1972","B","Gunhild HOFFMEISTER","GDR","01:59.2"
"2066","W","800M Women","Tokyo","1964","G","Ann PACKER","GBR","02:01.1"
"2067","W","800M Women","Tokyo","1964","S","Maryvonne DUPUREUR","FRA","02:01.9"
"2068","W","800M Women","Tokyo","1964","B","Ann Marise CHAMBERLAIN","NZL","02:02.8"
"2069","W","800M Women","Amsterdam","1928","G",""Karoline ""Lina"" RADKE"","GER","02:16.8"
"2070","W","800M Women","Amsterdam","1928","S","Kinue HITOMI","JPN","None"
"2071","W","800M Women","Amsterdam","1928","B","Inga GENTZEL","SWE","None"
"2072","W","Discus Throw Women","Rio","2016","G","Sandra PERKOVIC","CRO","69.21"
"2073","W","Discus Throw Women","Rio","2016","S","Melina ROBERT-MICHON","FRA","66.73"
"2074","W","Discus Throw Women","Rio","2016","B","Denia CABALLERO","CUB","65.34"
"2075","W","Discus Throw Women","Beijing","2008","G","Stephanie BROWN TRAFTON","USA","64.74"
"2076","W","Discus Throw Women","Beijing","2008","B","Olena ANTONOVA","UKR","62.59"
"2077","W","Discus Throw Women","Sydney","2000","G","Ellina ZVEREVA","BLR","68.4"
"2078","W","Discus Throw Women","Sydney","2000","S","Anastasia KELESIDOU","GRE","65.71"
"2079","W","Discus Throw Women","Sydney","2000","B","Iryna YATCHENKO","BLR","65.2"
"2080","W","Discus Throw Women","Barcelona","1992","G","Maritza MARTEN","CUB","70.06"
"2081","W","Discus Throw Women","Barcelona","1992","S","Tsvetanka KHRISTOVA","BUL","67.78"
"2082","W","Discus Throw Women","Barcelona","1992","B","Daniela COSTIAN","AUS","66.24"
"2083","W","Discus Throw Women","Los Angeles","1984","G","Ria STALMAN","NED","65.36"
"2084","W","Discus Throw Women","Los Angeles","1984","S","Leslie DENIZ","USA","64.86"
"2085","W","Discus Throw Women","Los Angeles","1984","B","Florenta CRACIUNESCU","ROU","63.64"
"2086","W","Discus Throw Women","Mexico","1968","G","Lia MANOLIU","ROU","58.28"
"2087","W","Discus Throw Women","Mexico","1968","S","Liesel WESTERMANN","FRG","57.76"
"2088","W","Discus Throw Women","Mexico","1968","B","Jolan KLEIBER-KONTSEK","HUN","54.9"
"2089","W","Discus Throw Women","Rome","1960","G","Nina ROMASHKOVA","URS","55.1"
"2090","W","Discus Throw Women","Rome","1960","S","Tamara PRESS","URS","52.59"
"2091","W","Discus Throw Women","Rome","1960","B","Lia MANOLIU","ROU","52.36"
"2092","W","Discus Throw Women","Helsinki","1952","G","Nina ROMASHKOVA","URS","51.42"
"2093","W","Discus Throw Women","Helsinki","1952","S","Yelizaveta BAGRYANTSEVA","URS","47.08"
"2094","W","Discus Throw Women","Helsinki","1952","B","Nina DUMBADZE","URS","46.29"
"2095","W","Discus Throw Women","Berlin","1936","G","Gisela MAUERMAYER","GER","47.63"
"2096","W","Discus Throw Women","Berlin","1936","S","Jadwiga WAJS","POL","46.22"
"2097","W","Discus Throw Women","Berlin","1936","B","Paula MOLLENHAUER","GER","39.8"
"2098","W","Discus Throw Women","Amsterdam","1928","G","Halina KONOPACKA","POL","39.62"
"2099","W","Discus Throw Women","Amsterdam","1928","S","Lillian COPELAND","USA","37.08"
"2100","W","Discus Throw Women","Amsterdam","1928","B","Ruth SVEDBERG","SWE","35.92"
"2101","W","Discus Throw Women","London","2012","G","Sandra PERKOVIC","CRO","69.11"
"2102","W","Discus Throw Women","London","2012","S","Yanfeng LI","CHN","67.22"
"2103","W","Discus Throw Women","London","2012","B","Yarelys BARRIOS","CUB","66.38"
"2104","W","Discus Throw Women","Athens","2004","G","Natalya SADOVA","RUS","67.02"
"2105","W","Discus Throw Women","Athens","2004","S","Anastasia KELESIDOU","GRE","66.68"
"2106","W","Discus Throw Women","Athens","2004","B","Vera POSPISILOVA-CECHLOVA","CZE","66.08"
"2107","W","Discus Throw Women","Atlanta","1996","G","Ilke WYLUDDA","GER","69.66"
"2108","W","Discus Throw Women","Atlanta","1996","S","Natalya SADOVA","RUS","66.48"
"2109","W","Discus Throw Women","Atlanta","1996","B","Ellina ZVEREVA","BLR","65.64"
"2110","W","Discus Throw Women","Moscow","1980","G","Evelin SCHLAAK-JAHL","GDR","69.96"
"2111","W","Discus Throw Women","Moscow","1980","S","Maria VERGOVA-PETKOVA","BUL","67.9"
"2112","W","Discus Throw Women","Moscow","1980","B","Tatiana LESOVAIA","URS","67.4"
"2113","W","Discus Throw Women","Munich","1972","G","Faina MELNIK","URS","66.62"
"2114","W","Discus Throw Women","Munich","1972","S","Argentina MENIS","ROU","65.06"
"2115","W","Discus Throw Women","Munich","1972","B","Vassilka STOEVA","BUL","64.34"
"2116","W","Discus Throw Women","Tokyo","1964","G","Tamara PRESS","URS","57.27"
"2117","W","Discus Throw Women","Tokyo","1964","S","Ingrid LOTZ","EUA","57.21"
"2118","W","Discus Throw Women","Tokyo","1964","B","Lia MANOLIU","ROU","56.97"
"2119","W","Discus Throw Women","London","1948","G","Micheline OSTERMEYER","FRA","41.92"
"2120","W","Discus Throw Women","London","1948","S","Edera CORDIALE-GENTILE","ITA","41.17"
"2121","W","Discus Throw Women","London","1948","B","Jacqueline MAZEAS","FRA","40.47"
"2122","W","Discus Throw Women","Los Angeles","1932","G","Lillian COPELAND","USA","40.58"
"2123","W","Discus Throw Women","Los Angeles","1932","S","Ruth OSBURN","USA","40.12"
"2124","W","Discus Throw Women","Los Angeles","1932","B","Jadwiga WAJS","POL","38.74"
"2125","W","Hammer Throw Women","Rio","2016","G","Anita WLODARCZYK","POL","82.29"
"2126","W","Hammer Throw Women","Rio","2016","S","Wenxiu ZHANG","CHN","76.75"
"2127","W","Hammer Throw Women","Rio","2016","B","Sophie HITCHON","GBR","74.54"
"2128","W","Hammer Throw Women","Beijing","2008","G","Yipsi MORENO","CUB","75.2"
"2129","W","Hammer Throw Women","Beijing","2008","S","Wenxiu ZHANG","CHN","74.32"
"2130","W","Hammer Throw Women","Beijing","2008","B","Manuela MONTEBRUN","FRA","72.54"
"2131","W","Hammer Throw Women","Sydney","2000","G","Kamila SKOLIMOWSKA","POL","71.16"
"2132","W","Hammer Throw Women","Sydney","2000","S","Olga KUZENKOVA","RUS","69.77"
"2133","W","Hammer Throw Women","Sydney","2000","B","Kirsten MÃNCHOW","GER","69.28"
"2134","W","Hammer Throw Women","London","2012","S","Anita WLODARCZYK","POL","77.6"
